patron_id	patron_arrival_time	num_of_drinks	first_order_arrival_time	last_order_completion_time	total_prepTime
0	372	8	406	2369	605
1	1040	6	1041	3439	465
2	1158	2	1161	1353	85
3	1341	6	1342	4590	385
4	1949	5	1952	4784	385
5	1997	1	1998	2462	65
6	2026	5	2028	4965	225
7	2208	6	2209	5641	645
8	2391	2	2392	3683	75
9	2414	6	2428	5815	270
10	2508	7	2509	5958	330
11	2718	1	2720	3368	25
12	3669	6	3670	5871	355
