patron_id	patron_arrival_time	num_of_drinks	first_order_arrival_time	last_order_completion_time	total_prepTime
0	372	8	402	2601	590
1	1040	6	1041	6084	610
2	1158	2	1159	1468	85
3	1341	6	1342	2900	280
4	1949	5	1950	5398	325
5	1997	1	1998	2145	25
6	2026	5	2030	4814	385
7	2208	6	2212	4394	260
8	2391	2	2393	2717	70
9	2414	6	2415	6316	565
10	2508	7	2509	4102	340
11	2718	1	2721	2767	25
12	3669	6	3670	5841	355
