patron_id	patron_arrival_time	num_of_drinks	first_order_arrival_time	last_order_completion_time	total_prepTime
0	323	6	343	4168	645
1	363	6	365	5585	565
2	513	2	537	969	45
3	566	3	569	1327	175
4	1063	4	1066	1962	150
5	1088	1	1091	2087	100
6	1387	5	1389	5808	535
7	1497	5	1500	4785	405
8	1716	5	1719	6043	510
9	2013	8	2016	4538	430
10	2089	2	2092	2382	135
11	2432	3	2435	3808	170
12	2668	5	2670	3478	175
13	2917	2	2919	3437	90
14	3436	2	3441	3946	100
15	4342	1	4345	4694	75
