patron_id	patron_arrival_time	num_of_drinks	first_order_arrival_time	last_order_completion_time	total_prepTime
0	372	8	392	3349	410
1	1040	6	1042	4332	605
2	1158	2	1160	1395	90
3	1341	6	1347	5337	280
4	1949	5	1952	4838	405
5	1997	1	2001	2278	25
6	2026	5	2029	4884	260
7	2208	6	2210	5732	525
8	2391	2	2393	3216	100
9	2414	6	2416	5664	185
10	2508	7	2511	6146	615
11	2718	1	2720	2972	25
12	3669	6	3671	5926	390
