patron_id	patron_arrival_time	num_of_drinks	first_order_arrival_time	last_order_completion_time	total_prepTime
0	372	2	393	692	175
1	1040	2	1041	1275	75
2	1949	2	1953	2288	115
3	1997	6	2000	4274	255
4	2026	8	2027	5482	615
5	2208	6	2209	5208	455
6	2391	2	2393	3501	50
7	2414	6	2415	5346	390
8	2508	5	2510	5127	375
9	2718	1	2719	3297	65
10	3669	5	3670	5617	305
