patron_id	patron_arrival_time	num_of_drinks	first_order_arrival_time	last_order_completion_time	total_prepTime
0	372	2	408	718	175
1	1040	2	1044	1277	75
2	1949	2	1951	2215	130
3	1997	6	1999	5028	400
4	2026	8	2028	5757	540
5	2208	6	2210	5394	470
6	2391	2	2394	3137	100
7	2414	6	2416	5288	410
8	2508	5	2510	4931	250
9	2718	1	2720	2896	65
10	3669	5	3671	5475	260
