patron_id	patron_arrival_time	num_of_drinks	first_order_arrival_time	last_order_completion_time	total_prepTime
0	372	2	389	700	175
1	1040	2	1044	1274	75
2	1949	2	1950	2163	130
3	1997	6	2002	2993	485
4	2026	8	2027	3761	490
5	2208	6	2209	4556	240
6	2391	2	2400	3953	125
7	2414	6	2415	5371	270
8	2508	5	2512	5323	580
9	2718	1	2722	5239	50
10	3669	5	3671	6230	255
