patron_id	patron_arrival_time	num_of_drinks	first_order_arrival_time	last_order_completion_time	total_prepTime
0	372	2	392	693	175
1	1040	2	1045	1274	75
2	1949	2	1951	2201	115
3	1997	6	2000	3442	260
4	2026	8	2027	5421	590
5	2208	6	2209	4678	425
6	2391	2	2394	2793	130
7	2414	6	2416	5750	620
8	2508	5	2509	3492	235
9	2718	1	2721	3052	75
10	3669	5	3671	5153	175
